카테고리,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년10월_남_90~99세,451,13,17,22,12,10,8,15,8,11,8,16,37,21,9,7,13,3,16,23,9,23,53,6,20,7,9,22,17,16
2021년10월_남_100세 이상,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
2021년10월_여_총인구수,"139,948","3,441","3,906","3,463","1,139",747,948,"1,312","1,428","1,501","1,622","2,493","2,095","2,142","1,238",787,"1,507","2,206","3,368","11,359","4,561","5,556","20,049","4,295","11,587","7,179","12,653","7,786","3,169","16,411"
2021년10월_여_연령구간인구수,"139,948","3,441","3,906","3,463","1,139",747,948,"1,312","1,428","1,501","1,622","2,493","2,095","2,142","1,238",787,"1,507","2,206","3,368","11,359","4,561","5,556","20,049","4,295","11,587","7,179","12,653","7,786","3,169","16,411"
2021년10월_여_0~9세,"8,646",147,240,115,31,14,14,33,61,46,89,159,32,75,23,12,34,123,125,779,174,212,"1,696",419,659,572,964,271,242,"1,285"
2021년10월_여_10~19세,"13,236",300,306,220,66,18,48,71,49,77,75,169,72,109,40,33,44,173,188,"1,033",300,340,"2,236",447,"1,282",930,"1,593",611,314,"2,092"
2021년10월_여_20~29세,"16,094",242,295,275,69,42,53,69,80,51,129,206,117,150,84,31,164,201,439,"1,072",628,534,"2,236",428,"1,450","1,100","1,635","1,944",314,"2,056"
2021년10월_여_30~39세,"13,124",232,321,218,44,23,33,52,85,48,99,211,74,147,59,35,114,219,306,"1,111",384,404,"2,272",575,"1,111",768,"1,470",600,346,"1,763"
2021년10월_여_40~49세,"19,801",340,467,317,92,39,58,75,110,103,116,259,122,187,76,44,143,300,337,"1,612",556,618,"3,182",677,"1,795","1,437","2,495",749,495,"3,000"
2021년10월_여_50~59세,"23,805",550,643,582,180,97,142,157,208,212,230,398,325,349,229,106,239,403,490,"1,998",928,886,"3,326",635,"2,281","1,272","2,337","1,106",520,"2,976"
2021년10월_여_60~69세,"21,333",716,757,709,212,195,223,299,301,368,341,523,480,449,271,185,344,411,697,"1,906",843,"1,146","2,675",584,"1,781",552,"1,202","1,084",432,"1,647"
2021년10월_여_70~79세,"13,685",505,480,550,228,149,190,285,291,311,262,333,448,313,220,175,272,228,472,"1,134",472,938,"1,472",345,726,356,594,798,256,882
2021년10월_여_80~89세,"8,544",342,332,391,172,136,147,224,207,239,239,205,353,302,184,137,120,130,271,620,237,407,815,160,407,155,317,504,184,607
2021년10월_여_90~99세,"1,640",65,65,83,43,33,40,47,35,44,42,30,69,60,50,27,31,18,43,90,39,70,135,25,93,36,45,116,64,102
2021년10월_여_100세 이상,40,2,0,3,2,1,0,0,1,2,0,0,3,1,2,2,2,0,0,4,0,1,4,0,2,1,1,3,2,1
2021년11월_계_총인구수,"278,496","6,744","7,728","6,971","2,261","1,516","1,897","2,631","3,010","2,964","3,281","5,213","4,299","4,417","2,580","1,538","3,256","4,683","6,894","22,292","9,266","11,398","38,865","8,531","22,820","14,079","24,737","15,548","6,542","32,535"
2021년11월_계_연령구간인구수,"278,496","6,744","7,728","6,971","2,261","1,516","1,897","2,631","3,010","2,964","3,281","5,213","4,299","4,417","2,580","1,538","3,256","4,683","6,894","22,292","9,266","11,398","38,865","8,531","22,820","14,079","24,737","15,548","6,542","32,535"
2021년11월_계_0~9세,"17,630",315,472,264,53,18,32,66,104,74,162,340,86,155,57,23,82,275,282,"1,518",412,414,"3,513",810,"1,357","1,162","2,026",544,483,"2,531"
2021년11월_계_10~19세,"27,120",561,612,450,120,59,91,132,133,146,155,328,172,254,94,76,114,328,395,"2,176",672,880,"4,425",964,"2,636","1,924","3,257","1,099",639,"4,228"
2021년11월_계_20~29세,"35,143",567,652,613,170,89,118,178,200,138,288,593,269,386,215,80,370,455,870,"2,385","1,337","1,251","4,603",916,"3,177","2,312","3,468","4,229",730,"4,484"
2021년11월_계_30~39세,"27,465",486,709,497,111,62,76,138,187,137,260,471,198,321,154,72,291,452,749,"2,307",874,919,"4,378","1,134","2,272","1,531","2,892","1,467",768,"3,552"
2021년11월_계_40~49세,"40,395",761,998,715,211,119,173,211,293,256,312,571,380,466,231,124,367,679,772,"3,341","1,223","1,408","6,296","1,405","3,452","2,600","4,670","1,633","1,033","5,695"
2021년11월_계_50~59세,"48,540","1,152","1,314","1,283",409,240,338,369,527,469,531,851,718,811,532,236,515,907,"1,111","3,979","1,808","1,859","6,333","1,298","4,346","2,581","4,632","2,198","1,101","6,092"
2021년11월_계_60~69세,"42,294","1,425","1,501","1,447",481,390,467,617,669,750,674,"1,066","1,029",925,567,361,718,884,"1,304","3,627","1,668","2,130","5,181","1,119","3,500","1,088","2,293","2,064",919,"3,430"
2021년11월_계_70~79세,"24,865",887,882,981,402,284,337,517,519,566,501,622,812,597,399,319,535,480,918,"1,951",860,"1,721","2,685",605,"1,371",596,993,"1,449",508,"1,568"
2021년11월_계_80~89세,"12,885",510,504,609,246,209,212,341,333,372,346,328,527,420,269,211,216,203,432,893,363,723,"1,263",247,593,242,446,718,275,834
2021년11월_계_90~99세,"2,113",78,83,108,57,45,53,62,44,54,52,43,104,81,60,34,46,20,61,111,49,92,183,33,114,42,58,143,83,120
2021년11월_계_100세 이상,46,2,1,4,1,1,0,0,1,2,0,0,4,1,2,2,2,0,0,4,0,1,5,0,2,1,2,4,3,1
2021년11월_남_총인구수,"138,646","3,298","3,811","3,510","1,129",769,955,"1,313","1,584","1,461","1,666","2,726","2,206","2,275","1,344",756,"1,743","2,488","3,543","10,948","4,706","5,847","18,776","4,229","11,261","6,896","12,081","7,795","3,386","16,144"
2021년11월_남_연령구간인구수,"138,646","3,298","3,811","3,510","1,129",769,955,"1,313","1,584","1,461","1,666","2,726","2,206","2,275","1,344",756,"1,743","2,488","3,543","10,948","4,706","5,847","18,776","4,229","11,261","6,896","12,081","7,795","3,386","16,144"
2021년11월_남_0~9세,"9,066",166,234,145,23,4,20,33,43,31,76,177,55,80,35,12,48,154,158,762,237,212,"1,820",397,704,589,"1,070",280,244,"1,257"
2021년11월_남_10~19세,"13,884",263,301,234,55,40,43,63,84,69,81,162,97,147,54,42,69,155,210,"1,134",368,536,"2,179",514,"1,350",999,"1,657",511,323,"2,144"
2021년11월_남_20~29세,"19,083",321,355,343,98,46,68,104,120,85,166,390,153,235,133,49,197,257,434,"1,319",713,715,"2,376",491,"1,752","1,209","1,825","2,274",420,"2,435"
2021년11월_남_30~39세,"14,373",253,387,275,68,39,42,87,105,90,159,258,125,171,96,38,177,231,448,"1,201",493,526,"2,108",548,"1,164",759,"1,436",860,430,"1,799"
2021년11월_남_40~49세,"20,617",421,524,397,120,80,113,135,181,153,197,317,256,280,155,80,225,378,442,"1,730",674,792,"3,103",727,"1,656","1,174","2,187",887,540,"2,693"
2021년11월_남_50~59세,"24,736",606,672,704,233,144,199,214,323,258,301,450,398,463,304,130,281,507,616,"1,980",874,965,"3,010",657,"2,073","1,305","2,289","1,100",574,"3,106"
2021년11월_남_60~69세,"20,915",703,742,739,268,197,243,317,366,379,331,549,547,479,292,181,379,474,611,"1,707",821,987,"2,487",534,"1,714",538,"1,076",991,486,"1,777"
2021년11월_남_70~79세,"11,225",387,402,437,177,135,150,233,233,259,244,287,371,282,179,145,260,256,445,826,393,780,"1,201",262,642,234,408,651,255,691
2021년11월_남_80~89세,"4,287",165,174,213,74,73,67,112,121,127,103,121,168,117,86,72,94,74,162,266,125,312,440,93,187,82,121,218,96,224
2021년11월_남_90~99세,453,13,19,22,13,11,10,15,8,10,8,15,35,21,10,7,13,2,17,23,8,22,51,6,19,7,11,22,17,18
2021년11월_남_100세 이상,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
2021년11월_여_총인구수,"139,850","3,446","3,917","3,461","1,132",747,942,"1,318","1,426","1,503","1,615","2,487","2,093","2,142","1,236",782,"1,513","2,195","3,351","11,344","4,560","5,551","20,089","4,302","11,559","7,183","12,656","7,753","3,156","16,391"
2021년11월_여_연령구간인구수,"139,850","3,446","3,917","3,461","1,132",747,942,"1,318","1,426","1,503","1,615","2,487","2,093","2,142","1,236",782,"1,513","2,195","3,351","11,344","4,560","5,551","20,089","4,302","11,559","7,183","12,656","7,753","3,156","16,391"
2021년11월_여_0~9세,"8,564",149,238,119,30,14,12,33,61,43,86,163,31,75,22,11,34,121,124,756,175,202,"1,693",413,653,573,956,264,239,"1,274"
2021년11월_여_10~19세,"13,236",298,311,216,65,19,48,69,49,77,74,166,75,107,40,34,45,173,185,"1,042",304,344,"2,246",450,"1,286",925,"1,600",588,316,"2,084"
2021년11월_여_20~29세,"16,060",246,297,270,72,43,50,74,80,53,122,203,116,151,82,31,173,198,436,"1,066",624,536,"2,227",425,"1,425","1,103","1,643","1,955",310,"2,049"
2021년11월_여_30~39세,"13,092",233,322,222,43,23,34,51,82,47,101,213,73,150,58,34,114,221,301,"1,106",381,393,"2,270",586,"1,108",772,"1,456",607,338,"1,753"
2021년11월_여_40~49세,"19,778",340,474,318,91,39,60,76,112,103,115,254,124,186,76,44,142,301,330,"1,611",549,616,"3,193",678,"1,796","1,426","2,483",746,493,"3,002"
2021년11월_여_50~59세,"23,804",546,642,579,176,96,139,155,204,211,230,401,320,348,228,106,234,400,495,"1,999",934,894,"3,323",641,"2,273","1,276","2,343","1,098",527,"2,986"
2021년11월_여_60~69세,"21,379",722,759,708,213,193,224,300,303,371,343,517,482,446,275,180,339,410,693,"1,920",847,"1,143","2,694",585,"1,786",550,"1,217","1,073",433,"1,653"
2021년11월_여_70~79세,"13,640",500,480,544,225,149,187,284,286,307,257,335,441,315,220,174,275,224,473,"1,125",467,941,"1,484",343,729,362,585,798,253,877
2021년11월_여_80~89세,"8,598",345,330,396,172,136,145,229,212,245,243,207,359,303,183,139,122,129,270,627,238,411,823,154,406,160,325,500,179,610
2021년11월_여_90~99세,"1,660",65,64,86,44,34,43,47,36,44,44,28,69,60,50,27,33,18,44,88,41,70,132,27,95,35,47,121,66,102
2021년11월_여_100세 이상,39,2,0,3,1,1,0,0,1,2,0,0,3,1,2,2,2,0,0,4,0,1,4,0,2,1,1,3,2,1
2021년12월_계_총인구수,"278,113","6,708","7,692","6,977","2,256","1,520","1,900","2,627","3,002","2,942","3,270","5,200","4,290","4,386","2,581","1,525","3,278","4,685","6,866","22,273","9,247","11,347","38,963","8,537","22,816","14,065","24,736","15,377","6,550","32,497"
2021년12월_계_연령구간인구수,"278,113","6,708","7,692","6,977","2,256","1,520","1,900","2,627","3,002","2,942","3,270","5,200","4,290","4,386","2,581","1,525","3,278","4,685","6,866","22,273","9,247","11,347","38,963","8,537","22,816","14,065","24,736","15,377","6,550","32,497"
2021년12월_계_0~9세,"17,514",311,465,260,53,18,31,64,104,67,159,336,86,148,54,21,84,277,282,"1,509",410,408,"3,496",814,"1,359","1,150","2,005",538,487,"2,518"
2021년12월_계_10~19세,"27,014",556,604,449,117,61,91,134,133,145,156,328,174,249,92,76,114,325,397,"2,165",669,864,"4,449",963,"2,624","1,915","3,256","1,074",639,"4,195"
2021년12월_계_20~29세,"34,997",550,651,604,173,91,120,174,205,136,289,594,265,385,215,78,381,457,854,"2,377","1,321","1,246","4,624",900,"3,186","2,316","3,481","4,131",725,"4,468"
2021년12월_계_30~39세,"27,390",489,698,499,112,61,83,141,185,137,259,472,196,314,160,71,296,453,746,"2,285",879,904,"4,376","1,141","2,252","1,516","2,878","1,455",775,"3,557"
2021년12월_계_40~49세,"40,310",753,989,719,210,121,172,209,291,252,311,564,385,459,226,121,369,670,771,"3,352","1,207","1,391","6,333","1,402","3,427","2,595","4,680","1,629","1,033","5,669"
2021년12월_계_50~59세,"48,537","1,149","1,300","1,284",408,240,336,367,520,463,528,854,709,808,539,233,525,905,"1,115","3,983","1,812","1,864","6,325","1,297","4,367","2,590","4,627","2,180","1,098","6,111"
2021년12월_계_60~69세,"42,355","1,428","1,510","1,452",483,388,463,611,671,750,675,"1,062","1,034",924,569,361,707,891,"1,292","3,626","1,678","2,131","5,189","1,132","3,508","1,096","2,306","2,058",918,"3,442"
2021년12월_계_70~79세,"24,794",877,883,976,395,285,336,519,516,560,496,613,801,594,394,314,540,474,913,"1,959",856,"1,708","2,699",601,"1,382",602,994,"1,441",509,"1,557"
2021년12월_계_80~89세,"13,030",520,504,616,246,209,213,345,334,376,343,334,532,423,270,214,214,212,434,900,367,736,"1,278",253,595,242,450,728,282,860
2021년12월_계_90~99세,"2,131",74,87,114,58,45,55,63,43,54,54,43,105,81,61,34,46,21,62,113,48,94,189,34,115,42,57,139,82,118
2021년12월_계_100세 이상,41,1,1,4,1,1,0,0,0,2,0,0,3,1,1,2,2,0,0,4,0,1,5,0,1,1,2,4,2,2
2021년12월_남_총인구수,"138,427","3,271","3,789","3,516","1,126",772,958,"1,308","1,583","1,448","1,662","2,711","2,195","2,257","1,343",752,"1,753","2,488","3,531","10,930","4,693","5,818","18,829","4,225","11,250","6,886","12,091","7,714","3,395","16,133"
2021년12월_남_연령구간인구수,"138,427","3,271","3,789","3,516","1,126",772,958,"1,308","1,583","1,448","1,662","2,711","2,195","2,257","1,343",752,"1,753","2,488","3,531","10,930","4,693","5,818","18,829","4,225","11,250","6,886","12,091","7,714","3,395","16,133"
2021년12월_남_0~9세,"9,007",163,230,144,23,5,20,32,45,30,76,174,55,77,32,11,49,152,158,751,232,208,"1,812",396,707,585,"1,060",280,247,"1,253"
2021년12월_남_10~19세,"13,819",260,298,233,53,40,44,62,84,68,82,161,97,145,52,41,68,154,211,"1,123",362,525,"2,189",514,"1,344",998,"1,657",502,324,"2,128"
2021년12월_남_20~29세,"18,990",306,351,337,99,51,69,103,123,80,165,390,151,233,134,50,210,258,427,"1,322",707,710,"2,386",480,"1,754","1,206","1,829","2,216",414,"2,429"
2021년12월_남_30~39세,"14,345",256,379,278,68,38,47,86,103,90,157,259,124,169,97,38,176,237,448,"1,186",497,517,"2,110",550,"1,153",753,"1,432",849,437,"1,811"
2021년12월_남_40~49세,"20,580",416,520,400,120,80,111,135,180,151,198,310,255,276,151,80,226,370,440,"1,733",666,780,"3,130",725,"1,644","1,174","2,191",889,542,"2,687"
2021년12월_남_50~59세,"24,736",603,665,709,231,142,197,213,320,254,298,450,394,461,309,128,286,509,619,"1,981",874,969,"3,005",659,"2,082","1,307","2,297","1,095",574,"3,105"
2021년12월_남_60~69세,"20,932",707,743,737,268,197,240,313,367,378,335,545,549,475,294,181,374,474,604,"1,714",831,993,"2,485",539,"1,714",541,"1,078",993,484,"1,779"
2021년12월_남_70~79세,"11,209",382,407,439,175,135,153,235,233,257,239,281,360,281,177,143,260,253,441,830,390,773,"1,219",260,646,236,412,647,257,688
2021년12월_남_80~89세,"4,350",167,175,215,76,73,67,112,120,130,104,126,173,118,87,73,92,79,165,268,125,320,441,96,187,79,123,223,100,236
2021년12월_남_90~99세,454,11,20,23,13,11,10,17,8,10,8,15,36,22,10,7,12,2,18,22,9,23,51,6,19,7,11,20,16,17
2021년12월_남_100세 이상,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021년12월_여_총인구수,"139,686","3,437","3,903","3,461","1,130",748,942,"1,319","1,419","1,494","1,608","2,489","2,095","2,129","1,238",773,"1,525","2,197","3,335","11,343","4,554","5,529","20,134","4,312","11,566","7,179","12,645","7,663","3,155","16,364"
2021년12월_여_연령구간인구수,"139,686","3,437","3,903","3,461","1,130",748,942,"1,319","1,419","1,494","1,608","2,489","2,095","2,129","1,238",773,"1,525","2,197","3,335","11,343","4,554","5,529","20,134","4,312","11,566","7,179","12,645","7,663","3,155","16,364"
2021년12월_여_0~9세,"8,507",148,235,116,30,13,11,32,59,37,83,162,31,71,22,10,35,125,124,758,178,200,"1,684",418,652,565,945,258,240,"1,265"
2021년12월_여_10~19세,"13,195",296,306,216,64,21,47,72,49,77,74,167,77,104,40,35,46,171,186,"1,042",307,339,"2,260",449,"1,280",917,"1,599",572,315,"2,067"
2021년12월_여_20~29세,"16,007",244,300,267,74,40,51,71,82,56,124,204,114,152,81,28,171,199,427,"1,055",614,536,"2,238",420,"1,432","1,110","1,652","1,915",311,"2,039"
2021년12월_여_30~39세,"13,045",233,319,221,44,23,36,55,82,47,102,213,72,145,63,33,120,216,298,"1,099",382,387,"2,266",591,"1,099",763,"1,446",606,338,"1,746"
2021년12월_여_40~49세,"19,730",337,469,319,90,41,61,74,111,101,113,254,130,183,75,41,143,300,331,"1,619",541,611,"3,203",677,"1,783","1,421","2,489",740,491,"2,982"
2021년12월_여_50~59세,"23,801",546,635,575,177,98,139,154,200,209,230,404,315,347,230,105,239,396,496,"2,002",938,895,"3,320",638,"2,285","1,283","2,330","1,085",524,"3,006"
2021년12월_여_60~69세,"21,423",721,767,715,215,191,223,298,304,372,340,517,485,449,275,180,333,417,688,"1,912",847,"1,138","2,704",593,"1,794",555,"1,228","1,065",434,"1,663"
2021년12월_여_70~79세,"13,585",495,476,537,220,150,183,284,283,303,257,332,441,313,217,171,280,221,472,"1,129",466,935,"1,480",341,736,366,582,794,252,869
2021년12월_여_80~89세,"8,680",353,329,401,170,136,146,233,214,246,239,208,359,305,183,141,122,133,269,632,242,416,837,157,408,163,327,505,182,624
2021년12월_여_90~99세,"1,677",63,67,91,45,34,45,46,35,44,46,28,69,59,51,27,34,19,44,91,39,71,138,28,96,35,46,119,66,101
2021년12월_여_100세 이상,36,1,0,3,1,1,0,0,0,2,0,0,2,1,1,2,2,0,0,4,0,1,4,0,1,1,1,4,2,2
