카테고리,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2021년11월_여_20~29세,"35,560","1,348","1,214",626,"2,018","1,069","1,118","2,251","2,070","1,817","1,098","3,250","1,133","1,752",766,"3,228","2,171","1,594",472,"2,206","1,361","1,146",696,"1,156"
2021년11월_여_30~39세,"29,866","1,231",874,437,"1,758",752,"1,006","1,514","1,457","1,154",901,"1,473","1,375","1,963",531,"3,156","1,824","1,237",432,"1,789",958,849,611,"2,584"
2021년11월_여_40~49세,"43,913","1,719",785,509,"1,988",908,"1,372","2,632","2,289","1,874","1,137","2,045","1,949","4,934","1,029","4,174","3,235","1,276",549,"2,592","1,244","1,133",845,"3,695"
2021년11월_여_50~59세,"52,635","2,027","1,239",767,"2,659","1,419","1,757","3,432","3,377","2,657","1,831","3,121","1,869","2,595","1,465","5,038","3,649","2,048","1,152","3,974","1,913","1,774","1,264","1,608"
2021년11월_여_60~69세,"40,295","2,091","1,338",744,"2,010","1,181","1,241","1,921","1,824","1,334","1,375","2,060","1,407","1,427","1,755","3,788","2,668","1,645","1,480","3,125","1,839","1,898","1,169",975
2021년11월_여_70~79세,"19,401","1,148",856,509,847,536,574,819,798,609,509,"1,081",547,685,"1,266","1,723","1,139",695,770,"1,229",965,"1,072",610,414
2021년11월_여_80~89세,"10,242",558,416,252,373,259,267,416,418,336,231,647,256,335,691,902,638,373,496,748,511,612,370,137
2021년11월_여_90~99세,"1,467",72,53,29,53,28,38,56,45,40,29,94,47,63,86,137,108,64,76,108,69,88,63,21
2021년11월_여_100세 이상,42,8,6,0,1,0,1,1,1,2,2,1,0,2,3,2,1,3,1,2,2,1,0,2
2021년12월_계_총인구수,"544,926","23,255","14,439","8,266","26,706","13,595","17,148","30,945","28,819","23,115","16,490","31,686","20,954","37,401","15,954","51,646","36,263","19,826","11,167","35,557","19,383","18,132","12,390","31,789"
2021년12월_계_연령구간인구수,"544,926","23,255","14,439","8,266","26,706","13,595","17,148","30,945","28,819","23,115","16,490","31,686","20,954","37,401","15,954","51,646","36,263","19,826","11,167","35,557","19,383","18,132","12,390","31,789"
2021년12월_계_0~9세,"36,879","1,483",541,349,"1,968",556,"1,224","1,864","1,651","1,209",833,"1,327","2,044","3,794",519,"4,047","2,588","1,063",306,"2,075",786,670,560,"5,422"
2021년12월_계_10~19세,"52,726","1,956",681,533,"2,183",895,"1,603","3,298","2,745","2,319","1,288","2,192","2,155","7,197","1,096","4,813","4,346","1,383",548,"3,362","1,225","1,164",866,"4,878"
2021년12월_계_20~29세,"75,096","2,738","2,304","1,227","3,934","2,259","2,353","4,790","4,499","3,932","2,401","6,817","2,324","3,834","1,672","6,941","4,814","3,283","1,091","4,737","2,758","2,368","1,533","2,487"
2021년12월_계_30~39세,"62,906","2,571","1,861",911,"3,593","1,712","2,092","3,186","3,220","2,514","2,066","3,710","2,754","3,452","1,200","6,497","3,567","2,818",956,"3,711","2,206","1,911","1,382","5,016"
2021년12월_계_40~49세,"85,255","3,485","1,767","1,067","3,908","1,818","2,652","4,874","4,342","3,493","2,260","4,250","3,843","8,948","2,110","7,917","5,788","2,515","1,185","4,846","2,574","2,270","1,724","7,619"
2021년12월_계_50~59세,"101,488","4,046","2,501","1,441","5,026","2,677","3,352","6,720","6,413","5,139","3,447","6,318","3,635","5,671","2,939","9,372","6,834","3,724","2,120","7,187","3,674","3,349","2,428","3,475"
2021년12월_계_60~69세,"77,707","3,918","2,526","1,405","3,830","2,267","2,345","3,890","3,792","2,844","2,825","4,122","2,662","2,674","3,234","7,273","5,072","3,158","2,760","6,055","3,446","3,486","2,237","1,886"
2021년12월_계_70~79세,"35,207","2,113","1,520",886,"1,595",976,"1,065","1,587","1,426","1,094",957,"1,891","1,058","1,232","2,077","3,179","2,107","1,244","1,422","2,304","1,806","1,859","1,060",749
2021년12월_계_80~89세,"15,695",851,670,403,598,391,410,661,668,514,376,940,421,516,995,"1,425","1,006",551,671,"1,128",817,939,518,226
2021년12월_계_90~99세,"1,925",86,66,44,69,44,51,73,62,55,35,119,56,81,109,180,141,84,107,150,89,114,82,28
2021년12월_계_100세 이상,42,8,2,0,2,0,1,2,1,2,2,0,2,2,3,2,0,3,1,2,2,2,0,3
2021년12월_남_총인구수,"268,498","11,272","7,062","4,010","13,014","6,732","8,436","15,516","14,495","11,606","8,349","16,297","10,321","18,310","7,632","25,304","17,742","9,831","5,350","17,211","9,571","8,698","6,114","15,625"
2021년12월_남_연령구간인구수,"268,498","11,272","7,062","4,010","13,014","6,732","8,436","15,516","14,495","11,606","8,349","16,297","10,321","18,310","7,632","25,304","17,742","9,831","5,350","17,211","9,571","8,698","6,114","15,625"
2021년12월_남_0~9세,"18,902",711,287,191,955,270,635,965,859,644,431,707,"1,005","1,923",289,"2,061","1,311",571,168,"1,079",412,341,292,"2,795"
2021년12월_남_10~19세,"27,306",923,340,283,"1,132",465,832,"1,758","1,462","1,172",660,"1,135","1,046","3,662",569,"2,555","2,406",745,285,"1,725",634,585,451,"2,481"
2021년12월_남_20~29세,"39,856","1,390","1,091",617,"1,956","1,186","1,245","2,571","2,452","2,131","1,312","3,592","1,228","2,100",925,"3,733","2,661","1,710",629,"2,561","1,419","1,241",837,"1,269"
2021년12월_남_30~39세,"33,164","1,361",977,482,"1,852",970,"1,100","1,686","1,759","1,357","1,169","2,255","1,408","1,534",671,"3,367","1,779","1,606",533,"1,942","1,233","1,064",793,"2,266"
2021년12월_남_40~49세,"41,396","1,768",989,547,"1,908",918,"1,285","2,270","2,063","1,639","1,121","2,221","1,913","4,041","1,090","3,763","2,590","1,243",636,"2,276","1,339","1,154",892,"3,730"
2021년12월_남_50~59세,"48,925","2,019","1,270",688,"2,387","1,254","1,596","3,280","3,051","2,486","1,613","3,207","1,781","3,056","1,472","4,333","3,218","1,699",979,"3,215","1,772","1,579","1,177","1,793"
2021년12월_남_60~69세,"37,346","1,843","1,190",659,"1,829","1,088","1,105","1,957","1,964","1,499","1,448","2,058","1,263","1,245","1,479","3,480","2,413","1,510","1,266","2,913","1,607","1,591","1,060",879
2021년12월_남_70~79세,"15,769",952,659,375,747,437,490,762,625,486,445,811,509,552,811,"1,458",967,551,657,"1,081",834,789,446,325
2021년12월_남_80~89세,"5,402",292,249,156,230,129,136,249,246,177,144,287,158,182,304,512,366,178,171,378,302,327,148,81
2021년12월_남_90~99세,426,13,10,12,17,15,12,17,14,15,6,24,8,15,22,42,31,18,26,41,19,26,18,5
2021년12월_남_100세 이상,6,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
2021년12월_여_총인구수,"276,428","11,983","7,377","4,256","13,692","6,863","8,712","15,429","14,324","11,509","8,141","15,389","10,633","19,091","8,322","26,342","18,521","9,995","5,817","18,346","9,812","9,434","6,276","16,164"
2021년12월_여_연령구간인구수,"276,428","11,983","7,377","4,256","13,692","6,863","8,712","15,429","14,324","11,509","8,141","15,389","10,633","19,091","8,322","26,342","18,521","9,995","5,817","18,346","9,812","9,434","6,276","16,164"
2021년12월_여_0~9세,"17,977",772,254,158,"1,013",286,589,899,792,565,402,620,"1,039","1,871",230,"1,986","1,277",492,138,996,374,329,268,"2,627"
2021년12월_여_10~19세,"25,420","1,033",341,250,"1,051",430,771,"1,540","1,283","1,147",628,"1,057","1,109","3,535",527,"2,258","1,940",638,263,"1,637",591,579,415,"2,397"
2021년12월_여_20~29세,"35,240","1,348","1,213",610,"1,978","1,073","1,108","2,219","2,047","1,801","1,089","3,225","1,096","1,734",747,"3,208","2,153","1,573",462,"2,176","1,339","1,127",696,"1,218"
2021년12월_여_30~39세,"29,742","1,210",884,429,"1,741",742,992,"1,500","1,461","1,157",897,"1,455","1,346","1,918",529,"3,130","1,788","1,212",423,"1,769",973,847,589,"2,750"
2021년12월_여_40~49세,"43,859","1,717",778,520,"2,000",900,"1,367","2,604","2,279","1,854","1,139","2,029","1,930","4,907","1,020","4,154","3,198","1,272",549,"2,570","1,235","1,116",832,"3,889"
2021년12월_여_50~59세,"52,563","2,027","1,231",753,"2,639","1,423","1,756","3,440","3,362","2,653","1,834","3,111","1,854","2,615","1,467","5,039","3,616","2,025","1,141","3,972","1,902","1,770","1,251","1,682"
2021년12월_여_60~69세,"40,361","2,075","1,336",746,"2,001","1,179","1,240","1,933","1,828","1,345","1,377","2,064","1,399","1,429","1,755","3,793","2,659","1,648","1,494","3,142","1,839","1,895","1,177","1,007"
2021년12월_여_70~79세,"19,438","1,161",861,511,848,539,575,825,801,608,512,"1,080",549,680,"1,266","1,721","1,140",693,765,"1,223",972,"1,070",614,424
2021년12월_여_80~89세,"10,293",559,421,247,368,262,274,412,422,337,232,653,263,334,691,913,640,373,500,750,515,612,370,145
2021년12월_여_90~99세,"1,499",73,56,32,52,29,39,56,48,40,29,95,48,66,87,138,110,66,81,109,70,88,64,23
2021년12월_여_100세 이상,36,8,2,0,1,0,1,1,1,2,2,0,0,2,3,2,0,3,1,2,2,1,0,2
